country,year,lifeExp,pop,gdpPercap,iso_alpha,continent_Africa,continent_Americas,continent_Asia,continent_Europe,continent_Oceania
20,1.0,0.96695139312589,0.7454312482011656,0.9999999999999999,18,0,1,0,0,0
21,0.0,0.2010711138227917,0.027546719485024643,0.03907015014752804,17,1,0,0,0,0
21,0.09090909090908639,0.23498406887668638,0.029796401194196104,0.04469591095502397,17,1,0,0,0,0
21,0.18181818181817988,0.2690665039658329,0.032730566382765836,0.04480060186547802,17,1,0,0,0,0
21,0.2727272727272734,0.3030133550267779,0.037430813010125435,0.042117367935742445,17,1,0,0,0,0
21,0.36363636363635976,0.3365534540031185,0.041761185833129905,0.03900908719171804,17,1,0,0,0,0
21,0.45454545454545325,0.3927869296996815,0.047134912317216185,0.04086158638675015,17,1,0,0,0,0
21,0.5454545454545396,0.41854789505796225,0.05405552002504308,0.03367857603415968,17,1,0,0,0,0
21,0.6363636363636331,0.45566402277811685,0.062174896381644584,0.028413185053772615,17,1,0,0,0,0
21,0.7272727272727266,0.4372076469391906,0.07168263022723831,0.023849325189911747,17,1,0,0,0,0
21,0.818181818181813,0.3807707952003255,0.0813306826269815,0.02350108764351629,17,1,0,0,0,0
21,0.9090909090909065,0.334028201477866,0.08919201061288223,0.023415631899710545,17,1,0,0,0,0
21,1.0,0.3583146905294557,0.09637176258065971,0.021877851072934527,17,1,0,0,0,0
22,0.0,0.2456274150905024,0.05865134406245624,0.044122743557352864,124,1,0,0,0,0
22,0.09090909090908639,0.2759473933970579,0.06340153192848587,0.050233079604839706,124,1,0,0,0,0
22,0.18181818181817988,0.30704697986577184,0.06911719822360042,0.05406044106331627,124,1,0,0,0,0
22,0.2727272727272734,0.33899396651074504,0.07684545394345249,0.04497670746806201,124,1,0,0,0,0
22,0.36363636363635976,0.37234763744830873,0.08586084276975284,0.040613541231439246,124,1,0,0,0,0
22,0.45454545454545325,0.4030913158429938,0.09680166427780049,0.04201986656122733,124,1,0,0,0,0
22,0.5454545454545396,0.43925835536573804,0.1076902856734183,0.026202659262165643,124,1,0,0,0,0
22,0.6363636363636331,0.46525659277337145,0.12164245428434393,0.033473052931695016,124,1,0,0,0,0
22,0.7272727272727266,0.4766625991458207,0.14245231761412253,0.03844671755833291,124,1,0,0,0,0
22,0.818181818181813,0.47410345061351783,0.16778288065498528,0.03594746679949713,124,1,0,0,0,0
22,0.9090909090909065,0.45634194291912417,0.19626991784652262,0.04306454764382919,124,1,0,0,0,0
22,1.0,0.4584773913632975,0.22764965535583065,0.06885020063883826,124,1,0,0,0,0
23,0.0,0.5278625177954037,0.14129385085163693,0.17408188246797643,20,0,1,0,0,0
23,0.09090909090908639,0.5503864144803743,0.1562965075863115,0.19176128521565364,20,0,1,0,0,0
23,0.18181818181817988,0.581740221001966,0.17671207443702486,0.20133752531953214,20,0,1,0,0,0
23,0.2727272727272734,0.6257880821639212,0.19678809454099014,0.22899059946765865,20,0,1,0,0,0
23,0.36363636363635976,0.6752423564504102,0.21599111584950265,0.2472218866381674,20,0,1,0,0,0
23,0.45454545454545325,0.7364415971798524,0.23572313855446042,0.2125232640455462,20,0,1,0,0,0
23,0.5454545454545396,0.7959799335638262,0.25556810494740906,0.22847343034694537,20,0,1,0,0,0
23,0.6363636363636331,0.8286387363568573,0.2774018419477268,0.24971814269831377,20,0,1,0,0,0
23,0.7272727272727266,0.8563317741170091,0.30221903678776924,0.34615573369009445,20,0,1,0,0,0
